I,chi_eff_true,chi_eff_H1,chi_eff_H0
2.3599198396793586,-5.3200592137467595,1.6459858197465955,-6.19042495375502
2.366332665330661,-5.368743951177407,1.6219955320448598,-6.236912120348144
2.372745490981964,-5.417519069401749,1.5979208887622143,-6.28347580609212
2.3791583166332666,-5.4663842022577285,1.573762231650619,-6.330115700982944
2.385571142284569,-5.515338986049052,1.5495199001606466,-6.37683149710417
2.3919839679358716,-5.564383059521951,1.5251942314631677,-6.423622888607291
2.398396793587174,-5.613516063842354,1.500785560470682,-6.470489571692383
2.404809619238477,-5.662737642573205,1.4762942198584454,-6.517431244588899
2.4112224448897797,-5.712047441652103,1.4517205400853896,-6.5644476075367635
2.417635270541082,-5.761445109369241,1.4270648494146698,-6.611538362767654
2.4240480961923847,-5.810930296345575,1.402327473934072,-6.658703214486586
2.4304609218436872,-5.860502655511233,1.3775087375761288,-6.705941868853543
2.43687374749499,-5.910161842084243,1.3526089621380208,-6.753254033965554
2.4432865731462927,-5.959907513549425,1.3276284673012384,-6.8006394198387525
2.4496993987975952,-6.009739329637618,1.3025675706509858,-6.848097738390834
2.4561122244488978,-6.059656952305097,1.2774265876953805,-6.8956287034236325
2.4625250501002003,-6.109660045713277,1.2522058318844245,-6.943232030605891
2.468937875751503,-6.159748276208582,1.2269056146287554,-6.990907437456279
2.4753507014028058,-6.209921312302633,1.2015262453181563,-7.038654643326552
